Enrolled Year,Graduation Year,Student ID,Student Full Name,Country,Date of Birth,Enrollment Status,Gender,NFQ Level,College,Field of Study,Level of Study,Duration of Study,Study Type,Nace Rev 2 Activity,Grade Level,Employment Status
2023,2024.0,12000000577,John Hood,International,1995-10-01,graduated,Male,NFQ Level 9,COMH,Radiation Therapy,MSc,1 Year,FT,Forestry,H3,PT
2023,2024.0,12000000579,Morgan Roth,Ireland,1996-04-25,graduated,Male,NFQ Level 9,COMH,Sports and Exercise Medicine,MMedSc,1 Year,FT,Health,H21,FT
2023,2024.0,12000000581,Briana Wright,Ireland,1995-12-14,graduated,Female,NFQ Level 9,COMH,Audiology,MSc,1 Year,FT,Agriculture,H21,PT
2023,2024.0,12000000582,Nicole Farley,Ireland,1995-03-16,graduated,Male,NFQ Level 9,COMH,Diagnostic Radiography,MSc,1 Year,FT,Agriculture,H21,PT
2023,2024.0,12000000583,Justin Beck,International,2000-01-26,graduated,Female,NFQ Level 9,COMH,Education,Med,1 Year,FT,Finance,H21,FT
2023,2024.0,12000000594,Ms. Heather Evans DDS,Ireland,2001-05-25,graduated,Female,NFQ Level 9,COMH,Nursing (Gerontological Nursing),MSc,1 Year,FT,Forestry,H21,PT
2023,,12000000602,Christine Watson,International,2002-07-08,dropped out,Male,NFQ Level 9,CACSSS,International Relations,MA,1 Year,FT,Agriculture,H22,PT
2023,2024.0,12000000609,Sherri Hill,Ireland,2001-05-04,graduated,Male,NFQ Level 9,CACSSS,Irish Mythology and Folklore,MA,1 Year,FT,Finance,H22,FT
2023,2024.0,12000000610,Frances Gibson PhD,International,1997-09-11,graduated,Female,NFQ Level 9,CACSSS,Irish Traditional Music,MA,1 Year,FT,Health,H21,FT
2023,2024.0,12000000626,Robert Williams,International,1994-06-27,graduated,Female,NFQ Level 9,CACSSS,Local History,MA,1 Year,FT,Education,H21,FT
2023,,12000000627,Jason Obrien,International,2001-06-01,dropped out,Female,NFQ Level 9,CACSSS,"Medieval History: Culture, Text Image",MA,1 Year,FT,Forestry,H21,FT
2023,2024.0,12000000628,Vanessa Vincent,Ireland,2001-05-27,graduated,Male,NFQ Level 9,CACSSS,"Migration, Mobility and Culture",MA,1 Year,FT,Fishing,H21,FT
2023,2024.0,12000000629,Steven Perez,Ireland,2000-02-09,graduated,Male,NFQ Level 9,CACSSS,Modern and Contemporary Art History,MA,1 Year,FT,Finance,H22,FT
2023,2024.0,12000000632,Daniel Miller,Ireland,2000-11-09,graduated,Male,NFQ Level 9,CACSSS,Modern Irish,MA,1 Year,FT,Agriculture,H21,FT
2023,2024.0,12000000637,Betty White,Ireland,1997-07-13,graduated,Male,NFQ Level 9,CACSSS,Music and Cultural History,MA,1 Year,FT,Agriculture,H22,FT
2023,2024.0,12000000650,Natalie Murray,Ireland,1995-01-05,graduated,Male,NFQ Level 9,CACSSS,Philosophy,MA,1 Year,FT,Education,H1,FT
2023,2024.0,12000000654,Tina Good,Ireland,1996-05-30,graduated,Male,NFQ Level 9,CACSSS,Social Policy and Social Justice,MSocSc,1 Year,Distance,Health,H3,FT
2023,2024.0,12000000655,Sharon Salazar,Ireland,2002-08-19,graduated,Female,NFQ Level 9,CACSSS,Sociology,MA,1 Year,FT,Fishing,H21,PT
2023,2024.0,12000000657,Kelly Rogers,International,1996-01-31,graduated,Male,NFQ Level 9,CACSSS,Strategic Studies,MA,1 Year,FT,Fishing,H22,PT
2023,2024.0,12000000659,Kimberly Jones,International,2000-08-24,graduated,Female,NFQ Level 9,CACSSS,Teaching Chinese to Speakers of Other Languages,MA,1 Year,FT,Technology,H1,PT
2023,2024.0,12000000660,Justin Thomas,International,2002-06-27,graduated,Male,NFQ Level 9,CACSSS,Theatre and Performative Practices,MA,1 Year,FT,Health,H22,PT
2023,,12000000663,Anthony Morales,Ireland,2001-08-01,dropped out,Male,NFQ Level 9,CACSSS,Translation Studies,MA,1 Year,FT,Agriculture,H3,PT
2023,2024.0,12000000664,David Morris,Ireland,1994-04-22,graduated,Male,NFQ Level 9,CACSSS,Women's Studies,MA,1 Year,FT,Forestry,H21,FT
2023,2024.0,12000000665,Ruth Medina,International,1999-08-07,graduated,Male,NFQ Level 9,CACSSS,Work and Organisational Behaviour,MA,1 Year,FT,Forestry,H21,FT
2023,2024.0,12000000666,Sarah Moon,International,2000-02-29,graduated,Male,NFQ Level 9,CACSSS,Work and Organisational Psychology,MA,1 Year,FT,Fishing,H22,FT
2023,2024.0,12000000673,Maurice Chan,Ireland,1999-08-19,graduated,Male,NFQ Level 9,CACSSS,Anthropology,MA,1 Year,FT,Agriculture,H21,FT
2023,2024.0,12000000675,Jordan Patterson,International,1997-06-18,graduated,Female,NFQ Level 9,CACSSS,Applied Psychology (Positive and Coaching Psychology),MA,1 Year,FT,Fishing,H3,FT
2023,2024.0,12000000677,Maria Anderson,Ireland,1997-07-21,graduated,Male,NFQ Level 9,CACSSS,Art & Design,PME,1 Year,FT,Forestry,H22,FT
2023,2024.0,12000000678,Katelyn Johnson,International,1999-06-23,graduated,Male,NFQ Level 9,CACSSS,Arts Management and Creative Producing,MA,1 Year,FT,Finance,H22,FT
2023,2024.0,12000000679,Erika James,International,2002-08-14,graduated,Male,NFQ Level 9,CACSSS,Asian Studies,MA,1 Year,FT,Education,H22,FT
2023,2024.0,12000000684,Brett Moody,Ireland,1994-04-01,graduated,Female,NFQ Level 9,CACSSS,Beginnings of Irish Christianity,MA,1 Year,FT,Health,H22,FT
2023,2024.0,12000000690,David Taylor,International,2002-06-08,graduated,Female,NFQ Level 9,CACSSS,Celtic Civilisation,MA,1 Year,FT,Technology,H21,FT
2023,2024.0,12000000691,Angela George,Ireland,1998-01-16,graduated,Male,NFQ Level 9,CACSSS,Classical Studies,MA,1 Year,FT,Forestry,H3,FT
2023,2024.0,12000000694,Christopher Gutierrez,Ireland,2000-04-20,graduated,Male,NFQ Level 9,CACSSS,Creative Writing (English),MA,1 Year,FT,Health,H21,FT
2023,2024.0,12000000699,Mary Murphy,Ireland,2002-06-30,graduated,Male,NFQ Level 9,CACSSS,Early and Medieval Irish,MA,1 Year,FT,Agriculture,H22,FT
2023,2024.0,12000000706,Chad Lopez,International,1997-05-02,graduated,Female,NFQ Level 9,COBL,Business Economics,MSc,1 Year,FT,Health,H22,PT
2023,2024.0,12000000711,David Hayes,International,1998-01-25,graduated,Male,NFQ Level 9,COBL,Finance (Banking and Risk Management),MSc,1 Year,FT,Fishing,H21,PT
2023,2024.0,12000000713,Mark Griffin,Ireland,1996-06-09,graduated,Female,NFQ Level 9,COBL,International Sustainable Business,MSc,1 Year,FT,Agriculture,H21,FT
2023,2024.0,12000000716,Natalie Bell,International,1999-05-20,graduated,Male,NFQ Level 9,COBL,Law (Alternative Dispute Resolution),LLM,1 Year,FT,Technology,H22,FT
2023,2024.0,12000000717,Rebecca Ali,Ireland,2000-05-12,graduated,Female,NFQ Level 9,CACSSS,Government and Politics,MSc,1 Year,FT,Forestry,H21,FT
2023,2024.0,12000000718,Joshua Long,Ireland,1996-10-25,graduated,Male,NFQ Level 9,CACSSS,Health and Society,MA,1 Year,FT,Education,H3,FT
2023,2024.0,12000000719,David Moore,International,2001-02-07,graduated,Female,NFQ Level 9,COBL,Business Economics,MSc,1 Year,FT,Agriculture,H1,FT
2023,2024.0,12000000729,Stacey Lawrence,International,1996-11-18,graduated,Male,NFQ Level 9,COBL,Finance (Banking and Risk Management),MSc,1 Year,FT,Education,H3,FT
2023,2024.0,12000000733,Nicole Morgan,Ireland,1999-07-19,graduated,Female,NFQ Level 9,COBL,International Sustainable Business,MSc,1 Year,FT,Technology,H21,PT
2023,,12000000737,Mary Turner,Ireland,1995-08-08,dropped out,Male,NFQ Level 9,COBL,Law (Alternative Dispute Resolution),LLM,1 Year,FT,Finance,H22,PT
2023,2024.0,12000000738,Dylan Fuentes DDS,International,1998-01-15,graduated,Male,NFQ Level 9,CACSSS,Irish Traditional Music,MA,1 Year,FT,Education,H22,FT
2023,2024.0,12000000762,Julia Griffin,International,2001-04-29,graduated,Male,NFQ Level 9,CACSSS,Local History,MA,1 Year,FT,Finance,H22,FT
2023,2024.0,12000000766,Deborah Mann,International,1994-06-05,graduated,Female,NFQ Level 9,COBL,Business Economics,MSc,1 Year,FT,Education,H21,PT
2023,2024.0,12000000767,Meredith Stokes,Ireland,1995-06-01,graduated,Female,NFQ Level 9,COBL,Finance (Banking and Risk Management),MSc,1 Year,FT,Education,H3,PT
2023,2024.0,12000000768,Sharon Johnson,International,2000-07-19,graduated,Female,NFQ Level 9,COBL,International Sustainable Business,MSc,1 Year,FT,Finance,H21,PT
2023,2024.0,12000000770,Roberta King,Ireland,1996-06-15,graduated,Male,NFQ Level 9,COBL,Law (Alternative Dispute Resolution),LLM,1 Year,FT,Technology,H21,FT
2023,2024.0,12000000771,Eric Watkins,Ireland,1997-09-04,graduated,Female,NFQ Level 9,CACSSS,Music and Cultural History,MA,1 Year,FT,Forestry,H22,FT
2023,2024.0,12000000780,Mark Cochran,International,2001-03-07,graduated,Female,NFQ Level 9,COBL,Business Economics,MSc,1 Year,FT,Forestry,H22,FT
2023,2024.0,12000000786,Corey Ramsey,International,2000-05-31,graduated,Male,NFQ Level 9,COBL,Finance (Banking and Risk Management),MSc,1 Year,Distance,Technology,H1,FT
2023,2024.0,12000000788,Jessica White,Ireland,1997-03-17,graduated,Male,NFQ Level 9,COBL,International Sustainable Business,MSc,1 Year,FT,Forestry,H21,FT
2023,2024.0,12000000792,Jennifer Anderson,Ireland,2000-12-09,graduated,Female,NFQ Level 9,COBL,Law (Alternative Dispute Resolution),LLM,1 Year,FT,Health,H3,FT
2023,2024.0,12000000795,Brad Collier,International,1995-03-31,graduated,Male,NFQ Level 9,CACSSS,Teaching Chinese to Speakers of Other Languages,MA,1 Year,FT,Fishing,H22,FT
2023,2024.0,12000000802,Dennis Sutton,Ireland,1996-11-02,graduated,Male,NFQ Level 9,COBL,Business Economics,MSc,1 Year,FT,Education,H22,FT
2023,2024.0,12000000804,Philip Baird,International,1994-08-10,graduated,Male,NFQ Level 9,COBL,Finance (Banking and Risk Management),MSc,1 Year,FT,Fishing,H21,FT
2023,2024.0,12000000805,Connie Hicks,International,2000-02-12,graduated,Male,NFQ Level 9,COBL,International Sustainable Business,MSc,1 Year,FT,Education,H21,FT
2023,2024.0,12000000807,Jake Valencia,International,1994-09-15,graduated,Female,NFQ Level 9,COBL,Law (Alternative Dispute Resolution),LLM,1 Year,FT,Fishing,H22,FT
2023,2024.0,12000000808,Chad Walsh,Ireland,2001-12-20,graduated,Male,NFQ Level 9,CACSSS,Work and Organisational Psychology,MA,1 Year,FT,Education,H22,FT
2023,2024.0,12000000814,Jeff Kent,Ireland,1998-11-03,graduated,Female,NFQ Level 9,CACSSS,Anthropology,MA,1 Year,FT,Health,H3,PT
2023,2024.0,12000000821,Matthew Ritter,Ireland,1998-05-14,graduated,Male,NFQ Level 9,CACSSS,Applied Psychology (Positive and Coaching Psychology),MA,1 Year,FT,Finance,H21,FT
2023,2024.0,12000000822,Frances Taylor,International,1998-03-26,graduated,Female,NFQ Level 9,CACSSS,Art & Design,PME,1 Year,FT,Agriculture,H3,FT
2023,,12000000828,Hector Le,Ireland,1999-02-12,dropped out,Female,NFQ Level 9,CACSSS,Arts Management and Creative Producing,MA,1 Year,FT,Finance,H22,FT
2023,2024.0,12000000832,Vanessa Eaton,Ireland,2000-11-26,graduated,Male,NFQ Level 9,CACSSS,Asian Studies,MA,1 Year,FT,Forestry,H3,PT
2023,2024.0,12000000834,Nancy Riley,International,2000-02-06,graduated,Male,NFQ Level 9,CACSSS,Beginnings of Irish Christianity,MA,1 Year,FT,Technology,H3,FT
2023,2024.0,12000000839,Erica Murphy,Ireland,1997-05-01,graduated,Male,NFQ Level 9,CACSSS,Celtic Civilisation,MA,1 Year,FT,Forestry,H21,PT
2023,2024.0,12000000841,Kenneth Price,Ireland,1997-10-28,graduated,Male,NFQ Level 9,COBL,Business Economics,MSc,1 Year,FT,Technology,H21,FT
2023,2024.0,12000000843,Tracy Smith,International,2001-06-18,graduated,Female,NFQ Level 9,COBL,Finance (Banking and Risk Management),MSc,1 Year,FT,Health,H22,FT
2023,,12000000847,Betty Hamilton,International,1994-09-15,dropped out,Female,NFQ Level 9,COBL,International Sustainable Business,MSc,1 Year,FT,Health,H21,PT
2023,2024.0,12000000851,Desiree Chase,International,1999-11-20,graduated,Female,NFQ Level 9,COBL,Law (Alternative Dispute Resolution),LLM,1 Year,FT,Fishing,H21,PT
2023,2024.0,12000000852,Teresa Henderson,International,1998-07-08,graduated,Female,NFQ Level 9,CACSSS,Experimental Sound Practice,MA,1 Year,FT,Forestry,H21,PT
2023,2024.0,12000000854,Katrina Murray,Ireland,1996-05-18,graduated,Female,NFQ Level 9,CACSSS,Gaelic Literature and Culture,MA,1 Year,FT,Agriculture,H22,PT
2023,2024.0,12000000859,Sherry Foster,International,1997-06-26,graduated,Female,NFQ Level 9,CACSSS,Global Gallery Studies,MA,1 Year,FT,Forestry,H21,FT
2023,2024.0,12000000860,Andre Gomez,International,1999-05-14,graduated,Male,NFQ Level 9,CACSSS,Government and Politics,MSc,1 Year,FT,Forestry,H3,FT
2023,2024.0,12000000866,Kara Robertson,International,2001-10-13,graduated,Female,NFQ Level 9,COBL,Business Economics,MSc,1 Year,FT,Forestry,H3,FT
2023,2024.0,12000000872,Christian Simpson,Ireland,1994-10-16,graduated,Female,NFQ Level 9,COBL,Finance (Banking and Risk Management),MSc,1 Year,FT,Technology,H1,FT
2023,2024.0,12000000887,Mr. Samuel Mitchell,Ireland,1994-10-04,graduated,Female,NFQ Level 9,COBL,International Sustainable Business,MSc,1 Year,FT,Technology,H3,FT
2023,2024.0,12000000888,Alexandria Mullins,Ireland,1997-01-11,graduated,Female,NFQ Level 9,COBL,Law (Alternative Dispute Resolution),LLM,1 Year,FT,Agriculture,H22,FT
2023,,12000000890,Cody Dean,International,1997-12-15,dropped out,Female,NFQ Level 9,CACSSS,Irish Mythology and Folklore,MA,1 Year,FT,Agriculture,H21,FT
2023,2024.0,12000000891,Andrew Hall,International,1997-02-12,graduated,Female,NFQ Level 9,CACSSS,Irish Traditional Music,MA,1 Year,FT,Fishing,H22,FT
2023,2024.0,12000000903,Frank Brown,International,1996-07-30,graduated,Female,NFQ Level 9,COBL,Business Economics,MSc,1 Year,FT,Fishing,H22,FT
2023,,12000000905,Melinda Farmer,International,1996-04-14,dropped out,Female,NFQ Level 9,COBL,Finance (Banking and Risk Management),MSc,1 Year,FT,Agriculture,H21,FT
2023,2024.0,12000000906,Jo Schmidt,International,1994-05-17,graduated,Male,NFQ Level 9,COBL,International Sustainable Business,MSc,1 Year,FT,Finance,H3,FT
2023,2024.0,12000000908,Crystal Peterson,Ireland,2003-01-22,graduated,Male,NFQ Level 9,COBL,Law (Alternative Dispute Resolution),LLM,1 Year,FT,Finance,H22,PT
2023,2024.0,12000000909,Jeffrey Frank,Ireland,2002-01-23,graduated,Female,NFQ Level 9,CACSSS,Modern Irish,MA,1 Year,FT,Agriculture,H22,FT
2023,2024.0,12000000911,Paul Duncan,International,1997-01-21,graduated,Male,NFQ Level 9,CACSSS,Music and Cultural History,MA,1 Year,FT,Agriculture,H21,PT
2023,2024.0,12000000921,Mrs. Kelly Smith,Ireland,1994-04-20,graduated,Male,NFQ Level 9,CACSSS,Philosophy,MA,1 Year,FT,Agriculture,H22,FT
2023,2024.0,12000000927,Christine Perkins,International,1998-12-12,graduated,Female,NFQ Level 9,CACSSS,Social Policy and Social Justice,MSocSc,1 Year,Distance,Agriculture,H21,PT
2023,,12000000928,Vanessa Campbell,International,2002-05-14,dropped out,Female,NFQ Level 9,COBL,Business Economics,MSc,1 Year,FT,Technology,H21,FT
2023,2024.0,12000000936,William Wheeler,International,1999-03-07,graduated,Female,NFQ Level 9,COBL,Finance (Banking and Risk Management),MSc,1 Year,FT,Fishing,H21,PT
2023,2024.0,12000000942,Jacob Mcmillan,Ireland,2002-11-28,graduated,Male,NFQ Level 9,COBL,International Sustainable Business,MSc,1 Year,FT,Agriculture,H22,FT
2023,2024.0,12000000944,Diana Myers,Ireland,2002-08-22,graduated,Female,NFQ Level 9,COBL,Law (Alternative Dispute Resolution),LLM,1 Year,FT,Health,H3,FT
2023,2024.0,12000000945,Timothy Lawson,International,1999-01-30,graduated,Female,NFQ Level 9,CACSSS,Translation Studies,MA,1 Year,FT,Finance,H21,FT
2023,2024.0,12000000946,Dr. Candice Mathis,Ireland,1997-08-06,graduated,Male,NFQ Level 9,COBL,Business Economics,MSc,1 Year,FT,Health,H1,FT
2023,2024.0,12000000947,Christian Wright,Ireland,2001-10-27,graduated,Female,NFQ Level 9,COBL,Finance (Banking and Risk Management),MSc,1 Year,FT,Health,H22,FT
2023,2024.0,12000000948,Christopher Mays,Ireland,1994-08-20,graduated,Female,NFQ Level 9,COBL,International Sustainable Business,MSc,1 Year,FT,Health,H21,PT
2023,2024.0,12000000955,Dr. Barbara Ramos MD,International,1999-06-19,graduated,Female,NFQ Level 9,COBL,Law (Alternative Dispute Resolution),LLM,1 Year,FT,Forestry,H21,FT
2023,2024.0,12000000958,Whitney Gallegos,International,1995-10-09,graduated,Male,NFQ Level 9,CACSSS,Applied Psychology (Positive and Coaching Psychology),MA,1 Year,FT,Agriculture,H21,FT
2023,2024.0,12000000962,Monique Butler,Ireland,2000-10-22,graduated,Male,NFQ Level 9,CACSSS,Art & Design,PME,1 Year,FT,Fishing,H3,FT
2023,2024.0,12000000964,Christine Martin,International,1997-02-03,graduated,Male,NFQ Level 9,CACSSS,Arts Management and Creative Producing,MA,1 Year,FT,Health,H21,PT
2023,2024.0,12000000967,Richard May,International,2002-01-12,graduated,Female,NFQ Level 9,COBL,Business Economics,MSc,1 Year,FT,Fishing,H1,PT
2023,2024.0,12000000970,Carol Thomas,International,2000-07-24,graduated,Male,NFQ Level 9,COBL,Finance (Banking and Risk Management),MSc,1 Year,FT,Agriculture,H21,FT
2023,2024.0,12000000974,Leslie Kelley,Ireland,2000-12-16,graduated,Female,NFQ Level 9,COBL,International Sustainable Business,MSc,1 Year,FT,Technology,H3,PT
2023,2024.0,12000000976,Micheal Gibson,International,1998-06-05,graduated,Female,NFQ Level 9,COBL,Law (Alternative Dispute Resolution),LLM,1 Year,FT,Finance,H3,FT
2023,2024.0,12000000980,Charles Hayes,Ireland,2000-08-28,graduated,Male,NFQ Level 9,CACSSS,Creative Writing (English),MA,1 Year,FT,Agriculture,H3,FT
2023,2024.0,12000000984,Krystal Hunt,International,1997-04-09,graduated,Male,NFQ Level 9,CACSSS,Early and Medieval Irish,MA,1 Year,FT,Education,H22,FT
2023,2024.0,12000000990,Veronica Smith,International,1998-07-01,graduated,Female,NFQ Level 9,CACSSS,Ethnomusicology,MA,1 Year,FT,Health,H3,FT
2023,2024.0,12000000995,Michael Oconnor,Ireland,1999-09-06,graduated,Male,NFQ Level 9,CACSSS,Experimental Sound Practice,MA,1 Year,FT,Health,H22,PT
2023,2024.0,12000000998,Gina Davis PhD,Ireland,1998-06-14,graduated,Female,NFQ Level 9,CACSSS,Gaelic Literature and Culture,MA,1 Year,FT,Health,H22,PT
2023,2025.0,12000000002,Shelly Perez,Ireland,2000-08-02,graduated,Female,NFQ Level 9,CACSSS,Global Gallery Studies,MA,1 Year,FT,Agriculture,H1,FT
2023,,12000000003,Matthew Martin,Ireland,1998-05-16,dropped out,Male,NFQ Level 9,CACSSS,Government and Politics,MSc,1 Year,FT,Finance,H22,FT
2023,2025.0,12000000005,Amy Spencer,Ireland,2001-07-18,graduated,Female,NFQ Level 9,CACSSS,Health and Society,MA,1 Year,FT,Health,H1,FT
2023,2025.0,12000000006,Heather Barnett,Ireland,1995-03-21,graduated,Female,NFQ Level 9,COBL,Business Economics,MSc,1 Year,FT,Finance,H22,FT
2023,2025.0,12000000017,Mark Holloway,Ireland,1995-07-17,graduated,Female,NFQ Level 9,COBL,Finance (Banking and Risk Management),MSc,1 Year,FT,Agriculture,H22,FT
2023,2025.0,12000000018,Michael Torres,Ireland,1996-05-07,graduated,Male,NFQ Level 9,COBL,International Sustainable Business,MSc,1 Year,FT,Finance,H21,FT
2023,2025.0,12000000022,Laura Silva,Ireland,1998-02-13,graduated,Female,NFQ Level 9,COBL,Law (Alternative Dispute Resolution),LLM,1 Year,FT,Education,H21,PT
2023,2025.0,12000000023,Nicole Campbell,International,1999-03-24,graduated,Male,NFQ Level 9,CACSSS,Irish Traditional Music,MA,1 Year,FT,Technology,H1,FT
2023,2025.0,12000000042,Kimberly Ruiz,Ireland,1996-08-26,graduated,Male,NFQ Level 9,COBL,Business Economics,MSc,1 Year,FT,Education,H1,FT
2023,2025.0,12000000043,Andrea Robinson,International,1997-04-13,graduated,Male,NFQ Level 9,COBL,Finance (Banking and Risk Management),MSc,1 Year,FT,Fishing,H3,FT
2023,2025.0,12000000046,Ruth Hayes,International,2002-04-12,graduated,Male,NFQ Level 9,COBL,International Sustainable Business,MSc,1 Year,FT,Forestry,H22,PT
2023,2025.0,12000000047,Teresa Ryan,International,1994-05-10,graduated,Female,NFQ Level 9,COBL,Law (Alternative Dispute Resolution),LLM,1 Year,FT,Finance,H3,FT
2023,2025.0,12000000048,Matthew Lam,Ireland,1999-09-30,graduated,Female,NFQ Level 9,CACSSS,Modern Irish,MA,1 Year,FT,Education,H1,FT
2023,,12000000055,Christopher Smith,Ireland,1997-07-18,dropped out,Male,NFQ Level 9,CACSSS,Music and Cultural History,MA,1 Year,FT,Finance,H22,FT
2023,2025.0,12000000066,Omar Johnson,International,1996-12-18,graduated,Male,NFQ Level 9,CACSSS,Philosophy,MA,1 Year,FT,Finance,H21,FT
2023,2025.0,12000000069,Daniel Adams,International,1995-09-09,graduated,Female,NFQ Level 9,COBL,Business Economics,MSc,1 Year,Distance,Finance,H21,FT
2023,2025.0,12000000070,Jacob Barnes,Ireland,2001-12-24,graduated,Male,NFQ Level 9,COBL,Finance (Banking and Risk Management),MSc,1 Year,FT,Forestry,H22,PT
2023,2025.0,12000000079,Geoffrey Murphy,International,2001-08-17,graduated,Male,NFQ Level 9,COBL,International Sustainable Business,MSc,1 Year,FT,Fishing,H21,FT
2023,2025.0,12000000082,Micheal Smith,Ireland,2002-06-15,graduated,Female,NFQ Level 9,COBL,Law (Alternative Dispute Resolution),LLM,1 Year,FT,Technology,H3,FT
2023,2025.0,12000000084,James Gray,International,2001-06-08,graduated,Female,NFQ Level 9,SEFS,Human Anatomy,MSc,1 Year,FT,Health,H22,FT
2023,2025.0,12000000085,Beth Rogers,International,2000-01-13,graduated,Female,NFQ Level 9,SEFS,Human Resource Management,MSc,1 Year,FT,Education,H22,FT
2023,2025.0,12000000087,Benjamin Buck,International,2000-03-20,graduated,Female,NFQ Level 9,SEFS,"Industrial Pharmaceutical Sciences, Operation and Management",MSc,1 Year,FT,Education,H3,FT
2023,2025.0,12000000089,Kelly Walker,Ireland,2002-03-23,graduated,Male,NFQ Level 9,SEFS,Interactive Media,MSc,1 Year,FT,Finance,H22,FT
2023,2025.0,12000000091,Elizabeth Henderson,International,1998-12-18,graduated,Male,NFQ Level 9,SEFS,Older Person Rehabilitation,MSc,1 Year,FT,Finance,H22,FT
2023,2025.0,12000000095,Jason Carroll,International,2001-02-25,graduated,Male,NFQ Level 9,CACSSS,Anthropology,MA,1 Year,FT,Education,H22,FT
2023,2025.0,12000000101,Courtney Gregory,International,2000-10-23,graduated,Female,NFQ Level 9,CACSSS,Applied Psychology (Positive and Coaching Psychology),MA,1 Year,FT,Forestry,H21,FT
2023,2025.0,12000000102,Alice Mcconnell,International,1997-03-21,graduated,Male,NFQ Level 9,CACSSS,Art & Design,PME,1 Year,FT,Forestry,H3,FT
2023,,12000000103,Hunter Blake,International,1998-05-14,dropped out,Female,NFQ Level 9,SEFS,Geoinformatics,MSc,1 Year,FT,Agriculture,H21,FT
2023,2025.0,12000000104,Maria Harris,Ireland,2002-04-30,graduated,Male,NFQ Level 9,SEFS,Human Anatomy,MSc,1 Year,FT,Education,H21,FT
2023,2025.0,12000000109,Mike Brown,Ireland,2000-05-20,graduated,Male,NFQ Level 9,SEFS,Human Resource Management,MSc,1 Year,FT,Finance,H21,FT
2023,2025.0,12000000113,Ashley Cox,International,1997-09-14,graduated,Male,NFQ Level 9,SEFS,"Industrial Pharmaceutical Sciences, Operation and Management",MSc,1 Year,FT,Fishing,H21,FT
2023,2025.0,12000000114,Jade Mcdonald,Ireland,2002-12-07,graduated,Male,NFQ Level 9,SEFS,Interactive Media,MSc,1 Year,FT,Technology,H22,FT
2023,2025.0,12000000117,William Murphy,Ireland,1995-02-12,graduated,Female,NFQ Level 9,SEFS,Older Person Rehabilitation,MSc,1 Year,FT,Agriculture,H21,FT
2023,2025.0,12000000124,Aaron Nielsen,Ireland,1999-08-11,graduated,Female,NFQ Level 9,CACSSS,Early and Medieval Irish,MA,1 Year,FT,Fishing,H21,PT
2023,2025.0,12000000131,Lance Robinson,International,1995-08-02,graduated,Male,NFQ Level 9,CACSSS,Ethnomusicology,MA,1 Year,FT,Fishing,H3,FT
2023,2025.0,12000000132,Holly Martin,International,2002-11-02,graduated,Female,NFQ Level 9,CACSSS,Experimental Sound Practice,MA,1 Year,FT,Agriculture,H21,FT
2023,2025.0,12000000136,Donna Norris,International,1999-08-30,graduated,Male,NFQ Level 9,SEFS,Geoinformatics,MSc,1 Year,FT,Technology,H22,FT
2023,2025.0,12000000145,Alan Barnett,International,2001-05-18,graduated,Female,NFQ Level 9,SEFS,Human Anatomy,MSc,1 Year,FT,Finance,H22,FT
2023,2025.0,12000000146,Madison Houston MD,International,2000-12-12,graduated,Female,NFQ Level 9,SEFS,Human Resource Management,MSc,1 Year,FT,Technology,H22,PT
2023,2025.0,12000000147,Mrs. Amanda Vargas MD,Ireland,1999-07-03,graduated,Male,NFQ Level 9,SEFS,"Industrial Pharmaceutical Sciences, Operation and Management",MSc,1 Year,FT,Health,H21,FT
2023,2025.0,12000000149,Deborah Miller,International,2001-04-07,graduated,Male,NFQ Level 9,SEFS,Interactive Media,MSc,1 Year,FT,Agriculture,H21,FT
2023,2025.0,12000000161,Alexander Elliott,Ireland,2002-08-15,graduated,Female,NFQ Level 9,SEFS,Older Person Rehabilitation,MSc,1 Year,FT,Fishing,H3,PT
2023,2025.0,12000000163,Johnathan Glover,International,1998-10-15,graduated,Male,NFQ Level 9,CACSSS,International Relations,MA,1 Year,FT,Health,H1,FT
2023,2025.0,12000000167,Yolanda Fisher,Ireland,1995-10-11,graduated,Female,NFQ Level 9,CACSSS,Irish Mythology and Folklore,MA,1 Year,FT,Technology,H22,PT
2023,2025.0,12000000168,Colleen Haas,Ireland,2000-04-06,graduated,Male,NFQ Level 9,CACSSS,Irish Traditional Music,MA,1 Year,FT,Education,H1,FT
2023,2025.0,12000000183,Sonya Bush,Ireland,2001-05-25,graduated,Female,NFQ Level 9,CACSSS,Local History,MA,1 Year,FT,Agriculture,H22,FT
2023,2025.0,12000000184,Sean Curry,Ireland,1997-12-23,graduated,Male,NFQ Level 9,SEFS,Geoinformatics,MSc,1 Year,FT,Agriculture,H22,FT
2023,2025.0,12000000185,Holly Liu,International,1996-06-23,graduated,Female,NFQ Level 9,SEFS,Human Anatomy,MSc,1 Year,FT,Health,H22,FT
2023,,12000000186,Justin Jenkins,International,2001-06-21,dropped out,Male,NFQ Level 9,SEFS,Human Resource Management,MSc,1 Year,FT,Forestry,H1,FT
2023,2025.0,12000000187,Andrew Brown,Ireland,1995-03-05,graduated,Female,NFQ Level 9,SEFS,"Industrial Pharmaceutical Sciences, Operation and Management",MSc,1 Year,FT,Education,H22,FT
